Epsilon-Greedy Rewards,Epsilon-Greedy Regrets,Thompson Sampling Rewards,Thompson Sampling Regrets
1,0.6000000000000001,0,17.999999999999996
0,0.6000000000000001,0,18.099999999999998
0,0.6000000000000001,0,18.2
0,0.6000000000000001,0,18.3
0,0.6000000000000001,0,18.400000000000002
0,0.6000000000000001,0,18.500000000000004
0,0.6000000000000001,1,18.600000000000005
0,0.6000000000000001,0,18.900000000000006
1,0.6000000000000001,0,19.000000000000007
1,0.6000000000000001,1,19.10000000000001
1,0.6000000000000001,1,19.20000000000001
0,0.6000000000000001,1,19.50000000000001
1,0.6000000000000001,0,19.600000000000012
1,0.6000000000000001,0,19.700000000000014
0,0.6000000000000001,1,20.000000000000014
0,0.6000000000000001,1,20.100000000000016
0,0.6000000000000001,0,20.200000000000017
0,0.6000000000000001,0,20.30000000000002
0,0.6000000000000001,1,20.40000000000002
1,0.6000000000000001,0,20.70000000000002
0,0.6000000000000001,0,20.800000000000022
0,0.6000000000000001,0,21.100000000000023
1,0.6000000000000001,0,21.200000000000024
0,0.6000000000000001,1,21.300000000000026
0,0.6000000000000001,1,21.400000000000027
1,0.6000000000000001,0,21.50000000000003
0,0.6000000000000001,0,21.60000000000003
0,0.6000000000000001,1,21.70000000000003
1,0.6000000000000001,0,22.000000000000032
1,0.6000000000000001,0,22.100000000000033
0,0.6000000000000001,0,22.200000000000035
0,0.6000000000000001,0,22.300000000000036
0,0.6000000000000001,1,22.400000000000038
0,0.6000000000000001,0,22.50000000000004
0,0.6000000000000001,1,22.60000000000004
0,0.6000000000000001,0,22.80000000000004
0,0.6000000000000001,1,22.90000000000004
1,0.6000000000000001,0,23.000000000000043
0,0.6000000000000001,0,23.100000000000044
0,0.6000000000000001,0,23.400000000000045
1,0.6000000000000001,0,23.500000000000046
0,0.6000000000000001,0,23.600000000000048
0,0.6000000000000001,0,23.70000000000005
0,0.6000000000000001,0,23.80000000000005
1,0.6000000000000001,0,23.900000000000052
0,0.6000000000000001,0,24.000000000000053
0,0.6000000000000001,0,24.100000000000055
1,0.6000000000000001,0,24.200000000000056
1,0.6000000000000001,0,24.300000000000058
1,0.6000000000000001,0,24.40000000000006
0,0.6000000000000001,0,24.50000000000006
0,0.6000000000000001,1,24.600000000000062
0,0.6000000000000001,0,24.700000000000063
1,0.6000000000000001,0,25.000000000000064
0,0.6000000000000001,0,25.100000000000065
0,0.6000000000000001,0,25.200000000000067
0,0.7000000000000002,1,25.300000000000068
0,0.7000000000000002,0,25.40000000000007
1,0.7000000000000002,1,25.50000000000007
1,0.7000000000000002,1,25.600000000000072
1,0.7000000000000002,1,25.80000000000007
1,0.7000000000000002,0,26.00000000000007
0,0.7000000000000002,0,26.20000000000007
1,0.7000000000000002,0,26.30000000000007
1,0.7000000000000002,0,26.400000000000073
0,0.7000000000000002,0,26.500000000000075
1,0.7000000000000002,1,26.600000000000076
0,0.7000000000000002,0,26.700000000000077
0,0.7000000000000002,0,26.80000000000008
0,0.7000000000000002,0,27.10000000000008
1,0.7000000000000002,1,27.20000000000008
0,0.7000000000000002,1,27.300000000000082
0,0.7000000000000002,0,27.400000000000084
0,0.7000000000000002,0,27.600000000000083
0,0.7000000000000002,1,27.700000000000085
1,0.7000000000000002,0,27.800000000000086
0,0.7000000000000002,0,27.900000000000087
1,0.7000000000000002,0,28.00000000000009
1,0.7000000000000002,1,28.10000000000009
0,0.7000000000000002,0,28.20000000000009
0,0.7000000000000002,1,28.300000000000093
1,0.7000000000000002,0,28.400000000000095
1,0.7000000000000002,0,28.500000000000096
0,0.7000000000000002,0,28.700000000000095
0,0.7000000000000002,1,28.800000000000097
0,0.7000000000000002,0,28.900000000000098
1,0.7000000000000002,1,29.0000000000001
0,0.7000000000000002,1,29.1000000000001
0,0.7000000000000002,1,29.200000000000102
0,0.7000000000000002,0,29.300000000000104
0,0.7000000000000002,0,29.400000000000105
0,0.7000000000000002,0,29.600000000000104
0,0.7000000000000002,0,29.700000000000106
1,0.7000000000000002,1,29.800000000000107
1,0.7000000000000002,1,29.90000000000011
0,0.7000000000000002,1,30.00000000000011
1,0.7000000000000002,0,30.10000000000011
0,0.7000000000000002,1,30.200000000000113
1,0.7000000000000002,1,30.300000000000114
1,0.7000000000000002,1,30.400000000000116
0,0.7000000000000002,0,30.500000000000117
0,0.7000000000000002,1,30.60000000000012
1,0.7000000000000002,0,30.70000000000012
0,0.7000000000000002,1,30.80000000000012
1,0.7000000000000002,0,31.100000000000122
0,0.7000000000000002,0,31.200000000000124
1,0.7000000000000002,0,31.300000000000125
0,0.7000000000000002,1,31.400000000000126
0,0.7000000000000002,0,31.500000000000128
1,0.7000000000000002,0,31.60000000000013
1,0.7000000000000002,1,31.70000000000013
0,0.7000000000000002,1,31.800000000000132
1,0.7000000000000002,1,31.900000000000134
0,0.7000000000000002,0,32.000000000000135
1,0.7000000000000002,1,32.100000000000136
0,0.7000000000000002,0,32.20000000000014
1,0.7000000000000002,1,32.30000000000014
1,0.7000000000000002,0,32.40000000000014
0,0.7000000000000002,0,32.50000000000014
0,0.7000000000000002,0,32.80000000000014
1,0.7000000000000002,1,32.90000000000014
0,0.7000000000000002,0,33.00000000000014
0,0.7000000000000002,0,33.10000000000014
1,0.7000000000000002,0,33.200000000000145
0,0.7000000000000002,1,33.300000000000146
0,0.7000000000000002,0,33.40000000000015
0,0.7000000000000002,1,33.50000000000015
1,0.7000000000000002,0,33.800000000000146
1,0.7000000000000002,0,33.90000000000015
1,0.7000000000000002,0,34.00000000000015
0,0.7000000000000002,1,34.10000000000015
1,0.7000000000000002,0,34.20000000000015
0,0.7000000000000002,1,34.30000000000015
1,0.7000000000000002,1,34.400000000000155
0,0.7000000000000002,0,34.500000000000156
0,0.7000000000000002,0,34.60000000000016
1,0.7000000000000002,0,34.70000000000016
0,0.7000000000000002,0,34.80000000000016
1,0.7000000000000002,0,34.90000000000016
1,0.7000000000000002,0,35.00000000000016
0,0.7000000000000002,1,35.100000000000165
0,0.7000000000000002,0,35.200000000000166
0,0.7000000000000002,0,35.30000000000017
1,0.7000000000000002,0,35.40000000000017
1,0.7000000000000002,0,35.50000000000017
0,0.7000000000000002,0,35.60000000000017
0,0.7000000000000002,0,35.70000000000017
0,0.7000000000000002,0,35.800000000000175
1,0.7000000000000002,0,35.900000000000176
0,0.7000000000000002,0,36.00000000000018
1,0.7000000000000002,0,36.10000000000018
0,0.7000000000000002,0,36.20000000000018
1,0.7000000000000002,0,36.30000000000018
1,0.7000000000000002,1,36.40000000000018
0,0.7000000000000002,0,36.500000000000185
1,0.7000000000000002,0,36.600000000000186
0,0.7000000000000002,1,36.70000000000019
1,0.7000000000000002,0,36.80000000000019
0,0.7000000000000002,0,37.100000000000186
0,0.7000000000000002,0,37.20000000000019
0,0.7000000000000002,0,37.30000000000019
1,0.7000000000000002,1,37.40000000000019
0,0.7000000000000002,0,37.50000000000019
1,0.7000000000000002,0,37.60000000000019
0,0.7000000000000002,0,37.700000000000195
0,0.7000000000000002,1,37.800000000000196
1,0.7000000000000002,0,37.9000000000002
1,0.7000000000000002,1,38.0000000000002
0,0.7000000000000002,0,38.1000000000002
0,0.7000000000000002,0,38.2000000000002
0,0.7000000000000002,0,38.400000000000205
0,0.7000000000000002,0,38.500000000000206
0,0.7000000000000002,0,38.60000000000021
1,0.7000000000000002,1,38.70000000000021
1,0.7000000000000002,0,38.80000000000021
0,0.7000000000000002,0,38.90000000000021
0,0.7000000000000002,0,39.00000000000021
0,0.7000000000000002,1,39.100000000000215
0,0.7000000000000002,0,39.200000000000216
0,0.7000000000000002,0,39.30000000000022
1,0.7000000000000002,0,39.600000000000215
1,0.7000000000000002,1,39.700000000000216
0,0.7000000000000002,1,39.80000000000022
0,0.7000000000000002,0,39.90000000000022
0,0.7000000000000002,1,40.00000000000022
1,0.7000000000000002,0,40.10000000000022
1,0.7000000000000002,1,40.20000000000022
0,0.7000000000000002,1,40.300000000000225
0,0.7000000000000002,0,40.400000000000226
0,0.7000000000000002,0,40.50000000000023
0,0.7000000000000002,0,40.60000000000023
0,0.7000000000000002,0,40.70000000000023
0,0.7000000000000002,0,40.80000000000023
1,0.7000000000000002,0,40.90000000000023
1,0.7000000000000002,1,41.000000000000234
1,0.7000000000000002,1,41.100000000000236
1,0.7000000000000002,0,41.40000000000023
0,0.7000000000000002,1,41.500000000000234
0,0.7000000000000002,1,41.600000000000236
0,0.7000000000000002,0,41.70000000000024
1,0.7000000000000002,1,41.80000000000024
1,0.7000000000000002,1,41.90000000000024
0,0.7000000000000002,0,42.00000000000024
0,0.7000000000000002,0,42.10000000000024
0,0.7000000000000002,0,42.200000000000244
0,0.7000000000000002,0,42.300000000000246
1,0.7000000000000002,1,42.40000000000025
1,0.7000000000000002,0,42.50000000000025
1,0.7000000000000002,1,42.60000000000025
0,0.7000000000000002,0,42.70000000000025
0,0.7000000000000002,1,42.80000000000025
1,0.7000000000000002,0,42.900000000000254
0,0.7000000000000002,0,43.000000000000256
1,0.7000000000000002,0,43.10000000000026
1,0.7000000000000002,0,43.20000000000026
0,0.7000000000000002,1,43.30000000000026
0,0.7000000000000002,1,43.30000000000026
1,0.7000000000000002,1,43.40000000000026
1,0.7000000000000002,1,43.50000000000026
0,0.7000000000000002,0,43.600000000000264
1,0.7000000000000002,1,43.80000000000027
1,0.7000000000000002,1,43.90000000000027
1,0.7000000000000002,0,44.00000000000027
1,0.7000000000000002,0,44.10000000000027
1,0.7000000000000002,1,44.20000000000027
1,0.7000000000000002,1,44.300000000000274
0,0.7000000000000002,0,44.400000000000276
1,0.7000000000000002,0,44.50000000000028
0,0.7000000000000002,0,44.70000000000028
0,0.7000000000000002,0,44.80000000000028
0,0.7000000000000002,0,44.90000000000028
1,0.7000000000000002,0,45.000000000000284
0,0.7000000000000002,0,45.100000000000286
1,0.7000000000000002,1,45.20000000000029
1,0.7000000000000002,0,45.30000000000029
0,0.7000000000000002,0,45.40000000000029
0,0.7000000000000002,0,45.50000000000029
0,0.7000000000000002,0,45.60000000000029
0,0.7000000000000002,0,45.700000000000294
1,0.7000000000000002,1,45.800000000000296
0,0.7000000000000002,0,46.0000000000003
0,0.7000000000000002,0,46.2000000000003
1,0.7000000000000002,0,46.3000000000003
0,0.7000000000000002,0,46.400000000000304
0,0.7000000000000002,0,46.500000000000306
0,0.7000000000000002,0,46.60000000000031
1,0.7000000000000002,1,46.70000000000031
1,0.7000000000000002,0,47.000000000000306
1,0.7000000000000002,0,47.10000000000031
0,0.7000000000000002,0,47.20000000000031
1,0.7000000000000002,0,47.30000000000031
1,0.7000000000000002,0,47.40000000000031
0,0.7000000000000002,0,47.50000000000031
0,0.7000000000000002,1,47.600000000000314
0,0.7000000000000002,0,47.700000000000315
0,0.7000000000000002,1,47.80000000000032
0,0.7000000000000002,0,47.90000000000032
1,0.7000000000000002,0,48.00000000000032
0,0.7000000000000002,0,48.10000000000032
0,0.7000000000000002,0,48.20000000000032
0,0.7000000000000002,1,48.300000000000324
0,0.7000000000000002,0,48.400000000000325
1,0.7000000000000002,0,48.50000000000033
1,0.7000000000000002,0,48.60000000000033
1,0.7000000000000002,0,48.70000000000033
1,0.7000000000000002,0,48.80000000000033
0,0.7000000000000002,0,48.80000000000033
0,0.7000000000000002,0,48.90000000000033
1,0.7000000000000002,0,49.000000000000334
0,0.7000000000000002,0,49.100000000000335
1,0.7000000000000002,0,49.20000000000034
0,0.7000000000000002,1,49.30000000000034
0,0.7000000000000002,0,49.40000000000034
1,0.7000000000000002,0,49.50000000000034
0,0.7000000000000002,0,49.60000000000034
1,0.7000000000000002,0,49.700000000000344
0,0.7000000000000002,1,49.800000000000345
1,0.7000000000000002,0,49.90000000000035
0,0.7000000000000002,1,50.00000000000035
1,0.7000000000000002,1,50.10000000000035
0,0.7000000000000002,1,50.20000000000035
0,0.7000000000000002,0,50.30000000000035
0,0.7000000000000002,0,50.400000000000354
1,0.7000000000000002,0,50.500000000000355
0,0.7000000000000002,1,50.70000000000036
1,0.7000000000000002,0,50.80000000000036
0,0.7000000000000002,0,50.90000000000036
0,0.7000000000000002,0,51.00000000000036
0,0.7000000000000002,1,51.100000000000364
0,0.7000000000000002,1,51.200000000000365
1,0.7000000000000002,0,51.30000000000037
0,0.7000000000000002,0,51.40000000000037
0,0.7000000000000002,0,51.50000000000037
1,0.7000000000000002,1,51.60000000000037
0,0.7000000000000002,1,51.800000000000374
1,0.7000000000000002,1,51.900000000000375
0,0.7000000000000002,0,52.00000000000038
0,0.7000000000000002,0,52.10000000000038
1,0.7000000000000002,0,52.30000000000038
0,0.7000000000000002,0,52.40000000000038
0,0.7000000000000002,0,52.500000000000384
0,0.7000000000000002,1,52.600000000000385
1,0.7000000000000002,0,52.70000000000039
1,0.7000000000000002,0,52.80000000000039
0,0.7000000000000002,0,53.00000000000039
0,0.7000000000000002,0,53.10000000000039
0,0.7000000000000002,0,53.10000000000039
0,0.7000000000000002,1,53.200000000000394
1,0.7000000000000002,0,53.300000000000395
0,0.7000000000000002,0,53.4000000000004
1,0.7000000000000002,0,53.5000000000004
1,0.7000000000000002,0,53.6000000000004
1,0.7000000000000002,0,53.7000000000004
1,0.7000000000000002,1,53.8000000000004
0,0.7000000000000002,0,53.900000000000404
1,0.7000000000000002,1,54.000000000000405
0,0.7000000000000002,1,54.100000000000406
0,0.7000000000000002,0,54.30000000000041
0,0.7000000000000002,0,54.40000000000041
1,0.7000000000000002,0,54.50000000000041
0,0.7000000000000002,0,54.60000000000041
1,0.7000000000000002,1,54.700000000000415
1,0.7000000000000002,0,54.800000000000416
1,0.7000000000000002,0,54.90000000000042
1,0.7000000000000002,0,55.00000000000042
0,0.7000000000000002,1,55.10000000000042
1,0.7000000000000002,1,55.20000000000042
0,0.7000000000000002,1,55.30000000000042
0,0.7000000000000002,1,55.400000000000425
0,0.7000000000000002,0,55.500000000000426
1,0.7000000000000002,0,55.60000000000043
0,0.7000000000000002,0,55.70000000000043
0,0.7000000000000002,0,55.80000000000043
1,0.7000000000000002,1,55.90000000000043
0,0.7000000000000002,0,56.00000000000043
0,0.7000000000000002,1,56.100000000000435
0,0.7000000000000002,1,56.200000000000436
0,0.7000000000000002,0,56.30000000000044
0,0.7000000000000002,0,56.40000000000044
0,0.7000000000000002,0,56.50000000000044
0,0.7000000000000002,1,56.60000000000044
1,0.7000000000000002,0,56.70000000000044
1,0.7000000000000002,0,56.800000000000445
0,0.7000000000000002,1,56.900000000000446
1,0.7000000000000002,0,57.00000000000045
0,0.7000000000000002,0,57.10000000000045
1,0.7000000000000002,0,57.20000000000045
1,0.7000000000000002,1,57.30000000000045
0,0.7000000000000002,0,57.40000000000045
1,0.7000000000000002,0,57.500000000000455
1,0.7000000000000002,0,57.600000000000456
1,0.7000000000000002,0,57.70000000000046
0,0.7000000000000002,1,57.80000000000046
0,0.7000000000000002,0,57.90000000000046
1,0.7000000000000002,0,58.00000000000046
0,0.7000000000000002,1,58.200000000000465
0,0.7000000000000002,0,58.300000000000466
1,0.7000000000000002,1,58.40000000000047
0,0.7000000000000002,0,58.50000000000047
1,0.7000000000000002,0,58.60000000000047
0,0.7000000000000002,0,58.70000000000047
1,0.7000000000000002,0,59.00000000000047
1,0.7000000000000002,1,59.10000000000047
1,0.7000000000000002,0,59.20000000000047
0,0.7000000000000002,0,59.30000000000047
0,0.7000000000000002,1,59.400000000000475
1,0.7000000000000002,0,59.500000000000476
0,0.7000000000000002,0,59.60000000000048
1,0.7000000000000002,0,59.70000000000048
0,0.7000000000000002,0,59.80000000000048
1,0.7000000000000002,0,59.90000000000048
1,0.7000000000000002,0,59.90000000000048
0,0.7000000000000002,0,60.00000000000048
0,0.7000000000000002,1,60.100000000000485
0,0.7000000000000002,1,60.200000000000486
1,0.7000000000000002,1,60.30000000000049
1,0.7000000000000002,0,60.40000000000049
0,0.7000000000000002,1,60.50000000000049
0,0.7000000000000002,0,60.60000000000049
1,0.7000000000000002,0,60.70000000000049
0,0.7000000000000002,0,60.70000000000049
1,0.7000000000000002,0,60.800000000000495
1,0.7000000000000002,0,60.900000000000496
0,0.7000000000000002,0,61.0000000000005
0,0.7000000000000002,1,61.1000000000005
1,0.7000000000000002,0,61.2000000000005
0,0.7000000000000002,0,61.3000000000005
0,0.7000000000000002,0,61.4000000000005
1,0.7000000000000002,1,61.500000000000504
0,0.7000000000000002,0,61.600000000000506
0,0.7000000000000002,1,61.70000000000051
0,0.7000000000000002,0,61.80000000000051
0,0.7000000000000002,0,61.90000000000051
0,0.7000000000000002,1,62.00000000000051
1,0.7000000000000002,0,62.10000000000051
1,0.7000000000000002,0,62.200000000000514
1,0.7000000000000002,1,62.300000000000516
0,0.7000000000000002,0,62.40000000000052
0,0.7000000000000002,1,62.50000000000052
0,0.7000000000000002,0,62.60000000000052
0,0.7000000000000002,1,62.70000000000052
1,0.7000000000000002,0,62.80000000000052
0,0.7000000000000002,0,63.000000000000526
0,0.7000000000000002,1,63.10000000000053
0,0.7000000000000002,0,63.20000000000053
1,0.7000000000000002,0,63.30000000000053
0,0.7000000000000002,0,63.40000000000053
1,0.7000000000000002,0,63.600000000000534
0,0.7000000000000002,0,63.700000000000536
0,0.7000000000000002,1,63.80000000000054
1,0.7000000000000002,1,63.90000000000054
0,0.7000000000000002,0,64.00000000000054
1,0.7000000000000002,0,64.10000000000053
0,0.7000000000000002,0,64.30000000000054
1,0.7000000000000002,0,64.40000000000053
1,0.7000000000000002,1,64.50000000000053
0,0.7000000000000002,0,64.70000000000053
0,0.7000000000000002,0,64.80000000000052
0,0.7000000000000002,0,64.90000000000052
0,0.7000000000000002,1,65.00000000000051
0,0.7000000000000002,0,65.1000000000005
1,0.7000000000000002,1,65.2000000000005
0,0.7000000000000002,0,65.3000000000005
0,0.7000000000000002,0,65.40000000000049
0,0.7000000000000002,1,65.50000000000048
0,0.7000000000000002,0,65.60000000000048
0,0.7000000000000002,0,65.90000000000047
1,0.7000000000000002,1,66.00000000000047
0,0.7000000000000002,0,66.10000000000046
0,0.7000000000000002,0,66.20000000000046
1,0.7000000000000002,1,66.30000000000045
1,0.7000000000000002,0,66.40000000000045
1,0.7000000000000002,0,66.50000000000044
0,0.7000000000000002,0,66.60000000000043
1,0.7000000000000002,0,66.70000000000043
0,0.7000000000000002,0,66.80000000000042
1,0.7000000000000002,0,66.90000000000042
1,0.7000000000000002,1,67.00000000000041
1,0.7000000000000002,0,67.1000000000004
0,0.7000000000000002,0,67.2000000000004
1,0.7000000000000002,0,67.5000000000004
1,0.7000000000000002,0,67.60000000000039
1,0.7000000000000002,0,67.70000000000039
1,0.7000000000000002,0,67.80000000000038
0,0.7000000000000002,1,67.90000000000038
0,0.7000000000000002,0,68.00000000000037
1,0.7000000000000002,0,68.10000000000036
0,0.7000000000000002,0,68.20000000000036
1,0.7000000000000002,0,68.30000000000035
1,0.7000000000000002,0,68.40000000000035
0,0.7000000000000002,1,68.50000000000034
0,0.7000000000000002,0,68.60000000000034
0,0.7000000000000002,0,68.70000000000033
1,0.7000000000000002,0,68.80000000000032
0,0.7000000000000002,1,68.90000000000032
0,0.7000000000000002,0,69.00000000000031
0,0.7000000000000002,0,69.20000000000032
0,0.7000000000000002,0,69.30000000000031
0,0.7000000000000002,0,69.4000000000003
1,0.7000000000000002,1,69.5000000000003
0,0.7000000000000002,0,69.60000000000029
0,0.7000000000000002,1,69.70000000000029
1,0.7000000000000002,0,69.80000000000028
0,0.7000000000000002,0,70.00000000000028
0,0.7000000000000002,0,70.10000000000028
1,0.7000000000000002,1,70.20000000000027
1,0.7000000000000002,1,70.30000000000027
0,0.7000000000000002,0,70.40000000000026
1,0.7000000000000002,1,70.50000000000026
0,0.7000000000000002,1,70.60000000000025
0,0.7000000000000002,1,70.70000000000024
0,0.7000000000000002,1,70.80000000000024
0,0.7000000000000002,0,70.90000000000023
0,0.7000000000000002,0,71.00000000000023
0,0.7000000000000002,0,71.10000000000022
1,0.7000000000000002,0,71.20000000000022
0,0.7000000000000002,1,71.30000000000021
0,0.7000000000000002,0,71.4000000000002
1,0.7000000000000002,0,71.5000000000002
1,0.7000000000000002,0,71.6000000000002
0,0.7000000000000002,0,71.70000000000019
1,0.7000000000000002,0,71.80000000000018
0,0.7000000000000002,0,71.90000000000018
0,0.7000000000000002,1,72.00000000000017
0,0.7000000000000002,0,72.10000000000016
0,0.7000000000000002,1,72.20000000000016
1,0.7000000000000002,0,72.30000000000015
0,0.7000000000000002,0,72.40000000000015
1,0.7000000000000002,1,72.50000000000014
1,0.7000000000000002,0,72.60000000000014
1,0.7000000000000002,0,72.70000000000013
0,0.7000000000000002,0,72.80000000000013
0,0.7000000000000002,0,72.90000000000012
1,0.7000000000000002,1,73.00000000000011
0,0.7000000000000002,0,73.10000000000011
0,0.7000000000000002,0,73.30000000000011
0,0.7000000000000002,0,73.4000000000001
1,0.7000000000000002,1,73.5000000000001
0,0.7000000000000002,0,73.7000000000001
0,0.7000000000000002,0,73.8000000000001
0,0.7000000000000002,0,73.90000000000009
0,0.7000000000000002,0,74.00000000000009
0,0.7000000000000002,0,74.10000000000008
0,0.7000000000000002,0,74.20000000000007
0,0.7000000000000002,0,74.30000000000007
0,0.7000000000000002,1,74.40000000000006
0,0.7000000000000002,0,74.50000000000006
1,0.7000000000000002,0,74.60000000000005
0,0.7000000000000002,0,74.70000000000005
0,0.7000000000000002,0,74.80000000000004
1,0.7000000000000002,1,74.90000000000003
1,0.7000000000000002,1,75.00000000000003
0,0.7000000000000002,0,75.10000000000002
0,0.7000000000000002,0,75.20000000000002
0,0.7000000000000002,0,75.30000000000001
0,0.7000000000000002,0,75.50000000000001
0,0.7000000000000002,1,75.60000000000001
0,0.7000000000000002,0,75.7
0,0.7000000000000002,0,75.8
1,0.7000000000000002,1,75.89999999999999
0,0.7000000000000002,0,75.99999999999999
0,0.7000000000000002,0,76.09999999999998
0,0.7000000000000002,0,76.19999999999997
0,0.7000000000000002,0,76.29999999999997
0,0.7000000000000002,0,76.39999999999996
1,0.7000000000000002,0,76.49999999999996
0,0.7000000000000002,0,76.59999999999995
1,0.7000000000000002,0,76.69999999999995
1,0.7000000000000002,0,76.79999999999994
0,0.7000000000000002,0,76.89999999999993
